favorite_count,retweet_count,texts,china,billion,products,democrats,great,dollars,tariffs,country,mueller,border,president,congressman,people,korea,party,years,farmers,going,trade,never,positive_count,negative_count,label
93440,16688,leaving turning point usa speaking greatest smartest young people planet see,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
73929,17484,old wall southern border crumbling falling built important section keep problem replaced brand new foot high steel concrete wall medium say new wall built fake news building lot wall,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1
124104,27238,almost minnesota america hating antisemite rep omar fact minnesota best economic year ever win state going nightmare president say aoc plus nightmare america,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0
88299,16008,tariff remittance fee guatemala good big u taxpayer dollar going cut month ago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
96197,19472,guatemala forming caravan sending large number people criminal record united state decided break deal u signing necessary safe third agreement ready go looking ban,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1
59437,12110,farmer starting great year downward spiral billion dollar china replacement money didnt exactly hurt,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
165740,30326,keep america great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162859,31388,congratulation boris johnson becoming new prime minister united kingdom great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
104419,19030,best newest military almost totally rebuilt depleted military took history best va history choice much much gee let impeach president squad aoc plus dems suffer trump derangement syndrome crazy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0
125296,24434,newest poll favor starting ridiculous impeachment hearing well let see best economy history best employment number history people working history highest stock market history biggest tax regulation cut history,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0
133213,34598,squad racist group troublemaker young inexperienced smart pulling great democrat party far left humanitarian aid border ice homeland security bad country,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,4,1
93184,13199,going first lady pay respect justice stevens leaving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
82196,21610,report iran capturing cia spy totally false zero truth lie propaganda like shot drone put religious regime badly failing idea economy dead get much worse iran total mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
95541,21711,question asked clinton people given immunity text message peter lover lisa page deleted destroyed right left mueller requested themthis illegal,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1
102300,21725,highly conflicted robert mueller given another bite apple end bad phony democrat congress done nothing waste time ridiculous witch hunt result mueller report collusion obstruction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1
123532,28797,fake news equal enemy people,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
99786,25819,mainstream medium control constantly lie cheat order get radical left democrat view see never bad gone bonkers longer care right wrong large scale false reporting sick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1
71971,15717,amazon washington post front page story yesterday total fake news said advisor wrote new talking point handed ream opposition research four congresswoman really sound like advisor talking point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
71971,15717,amazon washington post front page story yesterday total fake news said advisor wrote new talking point handed ream opposition research four congresswoman really sound like advisor talking point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
67133,14384,except stated ream paper never given made story meant demean belittle post source fact remain radical left congresswoman said bad thing israel country,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
67133,14384,except stated ream paper never given made story meant demean belittle post source fact remain radical left congresswoman said bad thing israel country,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
56692,13383,far costly federal reserve cut deeper economy actually future turn inexpensive fact productive move fed raised tightened far much fast word missed big dont miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
69635,13933,done could soooo much better interest rate cost much lower gdp country wealth accumulation much higher waste time money also unfair country manipulate currency pump money,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
81109,16949,almost inflation country needlessly forced pay much higher interest rate country misguided federal reserve addition quantitative tightening continuing making harder country compete good,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
92588,20999,thank #MAGA2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,28748,rt think would without year witch hunt fake news medium partnership democrat httpst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,37076,rt sad see democrat sticking people speak badly country addition hate israel,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
0,30675,rt many terrible thing say united state must allowed go unchallenged democ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,33938,rt democrat want unite around foul language racist hatred spewed mouth action u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,36302,rt radical left congresswoman apologize country people israel even office,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
49698,9907,fed almost inflation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67088,12955,like new york fed president john williams first statement much better second first statement correct fed raised far fast early also must stop crazy quantitative tightening world competition winning big,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0
67088,12955,like new york fed president john williams first statement much better second first statement correct fed raised far fast early also must stop crazy quantitative tightening world competition winning big,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0
60901,11748,thanks federal reserve acted fast much would even better right chance build unparalleled wealth success u growth would greatly reduce debt dont blow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
60901,11748,thanks federal reserve acted fast much would even better right chance build unparalleled wealth success u growth would greatly reduce debt dont blow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
65715,15632,faulty thought process going u federal reserve pay much higher interest rate country match u economically word interest cost much higher country lower correct,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
64081,11577,could nicer respectful favorite president saw column wrote trump reelected wont called racist said rhode island went economically bad great year,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1
64081,11577,could nicer respectful favorite president saw column wrote trump reelected wont called racist said rhode island went economically bad great year,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1
80918,14038,governor state good job may true could done without tremendous economic success country turnaround administration caused really nasty average iq column kissed call phony,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1
80918,14038,governor state good job may true could done without tremendous economic success country turnaround administration caused really nasty average iq column kissed call phony,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
74969,14238,thomas chin friedman weak pathetic sort guy writes column new york time round favorite game golf two week ago speaking friend cell phone unfortunately ended speaking friedman spoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
77285,15470,mainstream medium lost credibility either officially unofficially become part radical left democrat party sick partnership pathetic watch even covered tiny staged crowd greeted foul mouthed omar minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1
77285,15470,mainstream medium lost credibility either officially unofficially become part radical left democrat party sick partnership pathetic watch even covered tiny staged crowd greeted foul mouthed omar minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1
79726,15304,state win #2020 cant stand hatred country appreciate done opening mining much led best employment economic year minnesota long beautiful history,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
79726,15304,state win #2020 cant stand hatred country appreciate done opening mining much led best employment economic year minnesota long beautiful history,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
113436,25663,amazing fake news medium became crazed chant send back packed arena record crowd great state north carolina totally calm accepting vile disgusting statement made three radical left congresswoman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1
5858,1529,mainstream medium lost credibility either officially unofficially become part radical left democrat party sick partnership pathetic watch even covered tiny staged crowd greeted foul mouthed omar minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1
5858,1529,mainstream medium lost credibility either officially unofficially become part radical left democrat party sick partnership pathetic watch even covered tiny staged crowd greeted foul mouthed omar minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1
6049,1562,state win #2020 cant stand hatred country appreciate done opening mining much led best employment economic year minnesota long beautiful history,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
6049,1562,state win #2020 cant stand hatred country appreciate done opening mining much led best employment economic year minnesota long beautiful history,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
7332,1992,amazing fake news medium became crazed chant send back packed arena record crowd great state north carolina totally calm accepting vile disgusting statement made three radical left congresswoman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1
54187,12136,great new book justice trial kavanaugh confirmation future supreme court fantastic job mollie hemingway carrie severino,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
86446,16175,gang member particular ms13 ice border patrol great job,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
108387,24416,ms13 gang member indicted arrested la illegal alien said killed many people brutal fashion never allowed country long year arrested deported thousand,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0
115070,27739,lot bad thing happening puerto rico governor siege mayor san juan despicable incompetent person wouldnt trust circumstance united state congress foolishly gave billion dollar hurricane relief much,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1
115070,27739,lot bad thing happening puerto rico governor siege mayor san juan despicable incompetent person wouldnt trust circumstance united state congress foolishly gave billion dollar hurricane relief much,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
107414,23344,squandered away wasted never seen twice amount given texas florida combined know people puerto rico well great much leadership corrupt robbing u government blind,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,5,1
107414,23344,squandered away wasted never seen twice amount given texas florida combined know people puerto rico well great much leadership corrupt robbing u government blind,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1
16369,4348,ms13 gang member indictedand arrested la illegal alien said killed many people brutal fashion never allowed country long year arrested deported thousand,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1
16369,4348,ms13 gang member indictedand arrested la illegal alien said killed many people brutal fashion never allowed country long year arrested deported thousand,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
13438,3173,gang member particular ms13 ice border patrol great job,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
13438,3173,gang member particular ms13 ice border patrol great job,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
132823,31310,new poll rasmussen poll one accurate predicting election announced trump number recently gone four point thank vicious young socialist congresswoman america never buy act #MAGA2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
162766,34734,ten year search socalled mastermind mumbai terror attack arrested pakistan great pressure exerted last two year find,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
108439,23838,big rally tonight greenville north carolina lot great thing tell including fact economy best ever best employment stock market number ever ill talk also people love hate country mostly love pm,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0
118112,29932,democrat congress getting nothing done drug pricing immigration infrastructure nothing sooo much opportunity yet want go fishing american people tired never ending witch hunt want result,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
148195,28928,opinion theyre american im entitled opinion think theyre left wing crank theyre reason direction shampoo bottle ignore squad moved democrat party substantially left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
148195,28928,opinion theyre american im entitled opinion think theyre left wing crank theyre reason direction shampoo bottle ignore squad moved democrat party substantially left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
154439,30558,destroying democrat party im appalled many presidential candidate falling try agree four horsewoman apocalypse im entitled say theyre wack job louisiana senator john kennedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
154439,30558,destroying democrat party im appalled many presidential candidate falling try agree four horsewoman apocalypse im entitled say theyre wack job louisiana senator john kennedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0
176022,36752,america hate country free leave simple fact matter four congresswoman think america wicked origin think america even wicked racist evil theyre entitled,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
107829,23541,kevin mccarthy president tweet racist controversy tweet politics vote resolution thank kevin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
201108,42156,tweet racist dont racist bone body socalled vote taken democrat con game republican show weakness fall trap vote filthy language statement lie told democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
201108,42156,tweet racist dont racist bone body socalled vote taken democrat con game republican show weakness fall trap vote filthy language statement lie told democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
151862,30255,congresswoman truly believe based action hate country get list horrible thing said omar polling cortez nancy pelosi tried push away forever wedded democrat party see,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0
151862,30255,congresswoman truly believe based action hate country get list horrible thing said omar polling cortez nancy pelosi tried push away forever wedded democrat party see,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
334703,75723,country free beautiful successful hate country happy leave,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
134009,30545,come president country flag he going defend squad doesnt like donald trump enforcing law book put congress jason chaffetz also buy jason great new book power grab,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0
108981,29460,billionaire tech investor peter thiel belief google investigated treason accuses google working chinese government great brilliant guy know subject better anyone trump administration take look,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
159708,36120,democrat congresswoman spewing vile hateful disgusting thing ever said politician house senate yet get free pas big embrace democrat party horrible antiisrael antiusa proterrorist public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0
159708,36120,democrat congresswoman spewing vile hateful disgusting thing ever said politician house senate yet get free pas big embrace democrat party horrible antiisrael antiusa proterrorist public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
136332,29652,shouting f word among many terrible thing petrified dems run hill isnt house voting rebuke filthy hate laced thing said radical left democrat afraid take sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
136332,29652,shouting f word among many terrible thing petrified dems run hill isnt house voting rebuke filthy hate laced thing said radical left democrat afraid take sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
100295,23191,go fake poll like happened election crooked hillary clinton abc nbc cnn got wrong purpose suppression poll early never learn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1
117752,24553,impeach president trump day one make face future democrat party destroy democrat party policy destroy country need say,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1
159183,36849,know aoc crowd bunch communist hate israel hate country theyre calling guard along border border patrol agent concentration camp guard accuse people support israel benjamin,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1
159183,36849,know aoc crowd bunch communist hate israel hate country theyre calling guard along border border patrol agent concentration camp guard accuse people support israel benjamin,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1
159183,36849,know aoc crowd bunch communist hate israel hate country theyre calling guard along border border patrol agent concentration camp guard accuse people support israel benjamin,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,1
48239,12501,antisemitic antiamerica dont need know anything personally talk policy think american citizen duly elected running agenda disgusting american people reject,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1
48239,12501,antisemitic antiamerica dont need know anything personally talk policy think american citizen duly elected running agenda disgusting american people reject,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
48239,12501,antisemitic antiamerica dont need know anything personally talk policy think american citizen duly elected running agenda disgusting american people reject,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1
108780,22685,mean america free healthcare illegal immigrant criminalization coming country see work controlling immigration talk israel like theyre bunch thug victim entire region wanted,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
108780,22685,mean america free healthcare illegal immigrant criminalization coming country see work controlling immigration talk israel like theyre bunch thug victim entire region wanted,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
108780,22685,mean america free healthcare illegal immigrant criminalization coming country see work controlling immigration talk israel like theyre bunch thug victim entire region wanted,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
144170,33850,democrat want unite around foul language racist hatred spewed mouth action unpopular unrepresentative congresswoman interesting see play tell made israel feel abandoned u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
156562,36213,radical left congresswoman apologize country people israel even office president foul language used terrible thing said many people angry horrible disgusting action,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0
92841,17005,u wish broken original deal first place meantime receiving billion dollar tariff china possibly much come tariff paid china devaluing pumping u taxpayer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
109074,20812,chinasnd quarter growth slowest year united state tariff major effect company wanting leave china nontariffed country thousand company leaving china want make deal,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
49868,8833,alex great secretary labor service truly appreciated replaced acting basis pat pizzella current deputy secretary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
61930,11633,alex acosta informed morning felt constant drumbeat press prosecution took place watch year ago bad administration strongly belief graciously tendered resignation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
101456,21097,wow rating crashed lost credibility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,7432,rt #ICYMI announced new innovative activity country impacting woman along w private sector,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,12185,rt jordan call democrat address crisis rather playing politics border,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40536,7351,great job rush limbaugh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49450,9842,company come usa get company left u land come back home stupidly lost auto business mexico tariff went higher level would come back fast happy deal made,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
49450,9842,company come usa get company left u land come back home stupidly lost auto business mexico tariff went higher level would come back fast happy deal made,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50049,10001,mexico produce think biggest part deal mexico yet revealed china similar except devalue currency subsidize company lessen effect tariff far little effect consumer company relocate u,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
50049,10001,mexico produce think biggest part deal mexico yet revealed china similar except devalue currency subsidize company lessen effect tariff far little effect consumer company relocate u,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
66110,13588,big piggy bank country ripping year level believed tariff great negotiating tool great revenue producer importantly powerful way get,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
23396,6398,win big contest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33685,5699,great rush limbaugh 30 enjoy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,9627,rt president #SocialMediaSummit important event conservative silenced american,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
0,11054,rt came white house social medium summit chance stand alongside talk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8856,rt whats like film whose social medium platform totally shut owner didnt like implicat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,6323,rt highlighting big tech censorship conservative white house social medium summit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3863,rt grateful attend today #SocialMediaSummit digital leader member congress cabinet secretary wh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4678,rt amazing meeting guy close personal president earth nice guy internet dicey h,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
0,6496,rt he controversial he truthful he truthful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,9810,rt big tech ceo testified congress social platform dont discriminate based political viewpoin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30079,7721,thank lara jessie jane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3185,rt 🤳 iphones fully charged #SocialMediaSummit 🇺🇸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6825,rt #FakeNewsCNN mired credibility crisis rating continue collapse #BoycottCNN #BoycottCNN #FakeNewsCNN #WakeUpA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,11746,rt im hereby ordering every department agency federal government provide department commerce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20826,rt protest spontaneous theyre pre manufactured ofa watch sperry w #Charlottesville httpst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,14645,rt #SocialMediaSummit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12289,rt democrat house oversight committee tweeted photo child cage attempt politicize border crisi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,9350,rt moderate left democrat party liberal v socialist socialist winning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,10149,rt dems denied #BorderCrisis month nadler today claim there child abuse negligent homicide syste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
53464,10959,happy able keep sikorsky helicopter great state pennsylvania keep america great,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
96182,21399,dow hit first time ever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47702,11511,seems brit french german coming around idea iranian good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50408,11509,mexico great border china letting u buying agricultural product great farmer said would hopefully start soon,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
54622,11226,big exciting day white house social medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49688,11777,democrat asked see people already spent hour robert mueller spent fortune lawyer many bite apple get working border loophole asylum also want interview highly,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
49688,11777,democrat asked see people already spent hour robert mueller spent fortune lawyer many bite apple get working border loophole asylum also want interview highly,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,3,0
48079,10961,conflicted compromised mueller said done last minute speech nothing say outside collusion obstruction report enough already go back work unanimously big emolument case yesterday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
48079,10961,conflicted compromised mueller said done last minute speech nothing say outside collusion obstruction report enough already go back work unanimously big emolument case yesterday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0
93104,27875,democrat quickly take tweet called kid cage inhumane treatment border horrible picture used obama year embarrassing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
48810,9640,remember bank use year ago badly written maligned deutsche bank one largest prestigious bank world wanted business many others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
60509,12174,fake news medium love narrative didnt use many bank bank didnt like didnt use many bank didnt dont need money old fashioned isnt would easy get,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
61426,12702,robert johnson bet give president lot credit moving economy positive direction thats benefiting large number american think tax cut clearly helped stimulate economy overall look u economy look,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1
61426,12702,robert johnson bet give president lot credit moving economy positive direction thats benefiting large number american think tax cut clearly helped stimulate economy overall look u economy look,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
55041,10766,number people longer looking job seeing opportunity job growth youve got give president plus thank robert one great business leader,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,1
55041,10766,number people longer looking job seeing opportunity job growth youve got give president plus thank robert one great business leader,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1
46573,9804,month lowest since wall street journal editorial board tale two economy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63782,15160,nearly one million black two million hispanic employed barrack obama left office minority account half new job created trump presidency unemployment among black woman hovered near last six,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71547,18554,pledge allegiance great country st louis park minnesota siege going win great state minnesota election people sick tired stupidity disloyalty wonderful usa,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,5,1
13374,3831,fake news important powerful social medium lost tremendous credibility since day november came escalator person become future first lady ultimately leave office six,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
13374,3831,fake news important powerful social medium lost tremendous credibility since day november came escalator person become future first lady ultimately leave office six,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
13374,3831,fake news important powerful social medium lost tremendous credibility since day november came escalator person become future first lady ultimately leave office six,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1
34939,7432,year maybe kidding quickly go business lack credibility approval public thats endorsing point one way could imagine sleepy joe biden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
