time,texts,retweet_count,favorite_count,begin_time,end_time,close_x,close_y,label
2019-03-19 12:24:21,fake news medium never dishonest corrupt right never time like american history exciting also sad fake news absolute enemy people country,34686,133276,2019-03-19 12:24:00,2019-03-19 12:29:00,2849.0,2848.71,0
2019-03-18 15:07:40,wow suffolkusa today poll state 50 american agree robert muellers investigation witch hunt think legit soon find,21954,92492,2019-03-18 15:07:00,2019-03-18 15:12:00,2828.87,2828.04,0
2019-03-18 13:38:30,fake news medium working overtime blame horrible attack new zealand work hard prove one ridiculous,29491,136336,2019-03-18 13:38:00,2019-03-18 13:43:00,2828.3,2829.39,1
2019-03-18 13:14:14,joe biden got tongue tied weekend unable properly deliver simple line decision run president get used another low iq individual,22652,115678,2019-03-18 13:14:00,2019-03-18 13:19:00,2828.33,2827.42,0
2019-03-18 11:55:21,approval rating republican party thank,31211,190988,2019-03-18 11:55:00,2019-03-18 12:00:00,2825.32,2824.96,0
2019-03-18 11:45:19,coming back u everyone else best economy world envy get big beautiful plant ohio open close plant china mexico invested heavily pretrump usa bring job home,18698,87396,2019-03-18 11:45:00,2019-03-18 11:50:00,2823.88,2825.76,1
2019-03-18 11:37:55,general motor uaw going start talk septemberoctober wait start want job stay usa want lordstown ohio one best economy history opened sold company open fast car company,17357,79639,2019-03-18 11:37:00,2019-03-18 11:42:00,2822.17,2823.84,1
2019-03-15 13:56:26,never happen president,29514,146420,2019-03-15 13:56:00,2019-03-15 14:01:00,2826.24,2825.85,0
2019-03-15 13:55:16,never appointed mueller report illegal conflicted investigation search crime russian collusion nothing excuse democrat losing election thought going win,26775,109777,2019-03-15 13:55:00,2019-03-15 14:00:00,2826.64,2825.78,0
2019-03-15 13:47:58,knowingly acknowledged zero crime special counsel appointed appointment made based fake dossier paid crooked hillary disgraced andrew mccabe stated crime special counsel,22626,88535,2019-03-15 13:47:00,2019-03-15 13:52:00,2828.18,2827.53,0
2019-03-15 12:15:33,new evidence obama era team fbi doj cia working together spy take president trump way back transcript peter strzoks testimony devastating hopefully mueller report covering,33266,109922,2019-03-15 12:15:00,2019-03-15 12:20:00,2827.15,2827.3,1
2019-03-15 12:03:10,jexodus movement encourages jewish people leave democrat party total disrespect republican waiting open arm remember jerusalem u embassy horrible iran nuclear deal,21078,80638,2019-03-15 12:03:00,2019-03-15 12:08:00,2823.07,2824.65,1
2019-03-15 11:41:18,warmest sympathy best wish go people new zealand horrible massacre mosque innocent people senselessly died many seriously injured u stand new zealand anything god bless,31564,164122,2019-03-15 11:41:00,2019-03-15 11:46:00,2818.79,2820.04,1
2019-03-14 14:46:44,vote today resolution republican senator vote nancy pelosi crime open border democrat,23254,91912,2019-03-14 14:46:00,2019-03-14 14:51:00,2807.98,2805.74,0
2019-03-14 14:13:14,later date congress want update law support effort today issue border security crime dont vote pelosi,20055,95024,2019-03-14 14:13:00,2019-03-14 14:18:00,2807.18,2807.05,0
2019-03-14 14:13:13,prominent legal scholar agree action address national emergency southern border protect american people constitutional expressly authorized congress,23108,104219,2019-03-14 14:13:00,2019-03-14 14:18:00,2807.18,2807.05,0
2019-03-14 12:40:51,happy national ag day,13448,61376,2019-03-14 12:40:00,2019-03-14 12:45:00,2811.43,2812.08,1
2019-03-14 12:25:25,three weak untalented late night host fighting table scrap carson great job wasnt political dont know theyre going he longer president wacky unemployment line michael loftus,14017,67750,2019-03-14 12:25:00,2019-03-14 12:30:00,2810.25,2811.15,1
2019-03-14 11:54:24,democrat border denier refuse see acknowledge death crime drug human trafficking southern border,22281,89172,2019-03-14 11:54:00,2019-03-14 11:59:00,2813.96,2813.36,0
2019-03-14 11:22:13,administration look forward negotiating large scale trade deal united kingdom potential unlimited,19231,86573,2019-03-14 11:22:00,2019-03-14 11:27:00,2810.7,2809.43,0
2019-03-14 10:44:56,big national emergency vote today united state senate border security wall already major construction prepared veto necessary southern border national security humanitarian nightmare easily fixed,20567,87096,2019-03-14 10:44:00,2019-03-14 10:49:00,2808.31,2807.66,0
2019-03-14 10:28:37,democrat frantic throw something else president thats saw subpoena ridiculous still upset election happened2 year ago allowed ruin people life like lara trump,21355,89302,2019-03-14 10:28:00,2019-03-14 10:33:00,2807.04,2809.73,1
2019-03-13 14:28:54,rt statement v #Impeachment refreshing conciliatory conclusion attempting remove,6526,0,2019-03-13 14:28:00,2019-03-13 14:33:00,2818.52,2816.38,0
2019-03-13 14:28:50,rt #RobertMueller approach end interesting little antitrumpers invoking infamous #SteeleDossier tabl,10156,0,2019-03-13 14:28:00,2019-03-13 14:33:00,2818.52,2816.38,0
2019-03-13 14:26:48,rt ag letitia james new york abusing power targeting potus using attorney general office weapo,8755,0,2019-03-13 14:26:00,2019-03-13 14:31:00,2819.35,2816.89,0
2019-03-13 14:14:09,comey testified oath unanimous decision crooked hillary lisa page transcript show lied,22909,78527,2019-03-13 14:14:00,2019-03-13 14:19:00,2819.05,2818.94,0
2019-03-13 13:44:38,fake news photoshopped picture melania propelled conspiracy theory actually side alabama place getting deranged time,23286,98166,2019-03-13 13:44:00,2019-03-13 13:49:00,2815.65,2816.17,1
2019-03-13 12:21:07,revealed fbi agent lisa page transcript make obama justice department look exactly like broken corrupt machine hopefully justice finally served much come,35954,121550,2019-03-13 12:21:00,2019-03-13 12:26:00,2813.15,2813.15,0
2019-03-13 11:39:13,defying voter governor california halt death penalty execution stone cold killer friend family always forgotten victim thrilled neither,20598,80173,2019-03-13 11:39:00,2019-03-13 11:44:00,2817.11,2816.17,0
2019-03-13 11:17:26,keep america great,20953,95395,2019-03-13 11:17:00,2019-03-13 11:22:00,2815.79,2815.58,0
2019-03-13 11:17:02,make america great,23510,104677,2019-03-13 11:17:00,2019-03-13 11:22:00,2815.79,2815.58,0
2019-03-13 11:15:15,jay leno point comedy boring late night show totally onesided tough there one topic actually onesided hatred show incredible unwatchable remember number one president,17845,91408,2019-03-13 11:15:00,2019-03-13 11:20:00,2814.88,2815.28,1
2019-03-13 10:50:51,man considered many president successful first two year history especially done nothing wrong impeachment high crime misdemeanor,22179,124430,2019-03-13 10:50:00,2019-03-13 10:55:00,2808.3,2811.25,1
2019-03-13 10:50:50,greatly appreciate nancy pelosis statement impeachment everyone must remember minor fact never anything wrong economy unemployment best ever military vet great many success impeach,29559,153480,2019-03-13 10:50:00,2019-03-13 10:55:00,2808.3,2811.25,1
2019-03-12 14:12:27,needed complexity creates danger great cost yet little gain dont know dont want albert einstein pilot want great flying professional allowed easily quickly take control plane,17346,80970,2019-03-12 14:12:00,2019-03-12 14:17:00,2796.79,2797.54,1
2019-03-12 14:00:20,airplane becoming far complex fly pilot longer needed rather computer scientist mit see time many product always seeking go one unnecessary step often old simpler far better split second decision,24564,116829,2019-03-12 14:00:00,2019-03-12 14:05:00,2796.77,2796.8,1
2019-03-12 12:29:48,patrick moore cofounder greenpeace whole climate crisis fake news fake science climate crisis there weather climate around world fact carbon dioxide main building block life wow,33839,105616,2019-03-12 12:29:00,2019-03-12 12:34:00,2795.47,2794.29,0
2019-03-12 12:12:01,jewish people leaving democratic party saw lot anti israel policy start obama administration got worst worse antisemitism democratic party dont care israel jewish people elizabeth pipko jexodus,28315,105164,2019-03-12 12:12:00,2019-03-12 12:17:00,2794.66,2795.71,1
2019-03-11 15:27:50,republican senator easy vote week border security wall stopping crime drug etc constitutionality precedent positive issue dems united usual issue open border crime get tough r,31150,121948,2019-03-11 15:27:00,2019-03-11 15:32:00,2781.53,2782.03,1
2019-03-11 14:42:28,rt kate steinle sarah root grant ronnebeck willl longer bystander crime committed illegal alien,10542,0,2019-03-11 14:42:00,2019-03-11 14:47:00,2780.14,2778.35,0
2019-03-11 14:18:59,rt made history including national paid family leave proposal presidential budget invest,12927,0,2019-03-11 14:18:00,2019-03-11 14:23:00,2777.62,2778.39,1
2019-03-11 14:17:01,making daylight saving time permanent ok,32490,185610,2019-03-11 14:17:00,2019-03-11 14:22:00,2777.71,2778.37,1
2019-03-11 14:12:50,recent round table meeting business executive long formally introducing tim cook apple quickly referred tim apple timapple easy way save time word fake news disparagingly became yet another bad trump story,21533,105804,2019-03-11 14:12:00,2019-03-11 14:17:00,2778.18,2777.71,0
2019-03-08 14:59:22,heading great state alabama,11418,74959,2019-03-08 14:59:00,2019-03-08 15:04:00,2735.82,2736.08,1
2019-03-08 14:13:54,international woman day honor woman worldwide vital role shaping strengthening community family government business,12416,53458,2019-03-08 14:13:00,2019-03-08 14:18:00,2727.88,2729.01,1
2019-03-08 13:58:29,woman unemployment rate january thing looking good,15582,75556,2019-03-08 13:58:00,2019-03-08 14:03:00,2727.84,2725.92,0
2019-03-08 13:54:57,apprehending record number illegal immigrant need wall help great border patrol agent,17283,80784,2019-03-08 13:54:00,2019-03-08 13:59:00,2728.08,2727.63,0
2019-03-08 13:43:28,good time remember american worker strongest economy world stuart varney true,13177,64718,2019-03-08 13:43:00,2019-03-08 13:48:00,2728.52,2728.68,1
2019-03-08 13:30:46,judge lawyer paul manafort case stated loudly world hear collusion russia witch hunt hoax continues add statement house senate intelligence senator burr bad country,16768,70585,2019-03-08 13:30:00,2019-03-08 13:35:00,2725.79,2724.64,0
2019-03-08 12:34:24,presidential harassment,18854,84483,2019-03-08 12:34:00,2019-03-08 12:39:00,2728.36,2727.09,0
2019-03-08 12:32:44,cannot believe level dishonesty medium totally control winning,27417,141267,2019-03-08 12:32:00,2019-03-08 12:37:00,2729.17,2727.93,0
2019-03-08 12:26:00,thank great show,7714,50074,2019-03-08 12:26:00,2019-03-08 12:31:00,2728.2,2729.12,1
2019-03-08 12:24:07,wall built well construction big impact made many additional contract close signed far ahead schedule despite democrat obstruction fake news,26362,109817,2019-03-08 12:24:00,2019-03-08 12:29:00,2726.7,2729.45,1
2019-03-07 14:38:54,track apprehend one million people coming across southern border year great job border patrol others working broken system fixed congress easily quickly democrat would get board,30327,126216,2019-03-07 14:38:00,2019-03-07 14:43:00,2745.61,2745.23,0
2019-03-07 14:24:45,campaign contribution violation campaign finance law fake news,21338,104439,2019-03-07 14:24:00,2019-03-07 14:29:00,2748.9,2749.14,1
2019-03-05 14:15:47,republican approval rating hit sorry hater make america great,37196,160126,2019-03-05 14:15:00,2019-03-05 14:20:00,2791.3,2792.14,1
2019-03-05 14:12:28,presidential harassment,27152,115800,2019-03-05 14:12:00,2019-03-05 14:17:00,2791.64,2791.3,0
2019-03-05 14:11:42,greatest overreach history country dems obstructing justice get anything done big fat fishing expedition desperately search crime fact real crime dems done,26559,106020,2019-03-05 14:11:00,2019-03-05 14:16:00,2791.5,2791.45,0
2019-03-05 13:22:28,hiv cured innd patient doctor report great news many tremendous progress made,27956,119170,2019-03-05 13:22:00,2019-03-05 13:27:00,2791.8,2790.7,0
2019-03-05 13:14:34,realize collusion russia done crooked hillary clinton democrat nadler schiff dem head committee gone stone cold crazy letter sent innocent people harass wont get anything done country,27750,103946,2019-03-05 13:14:00,2019-03-05 13:19:00,2794.56,2792.94,0
2019-03-04 14:52:14,fema told directly give plus treatment great state alabama wonderful people devastated tornado one best country informed working closely fema,7124,31575,2019-03-04 14:52:00,2019-03-04 14:57:00,2788.89,2787.11,0
2019-03-01 13:37:09,michael cohens book manuscript show committed perjury scale seen must forgotten book testified hillary clinton lawyer lanny davis say one paid crooked hillary using lawyer,23642,95142,2019-03-01 13:37:00,2019-03-01 13:42:00,2796.71,2797.14,1
2019-03-01 13:26:56,fraudulent dishonest statement made wednesday way time stop corrupt illegally brought witch hunt time start looking side real crime committed republican abused long enough must end,29612,122249,2019-03-01 13:26:00,2019-03-01 13:31:00,2796.06,2796.25,1
2019-03-01 13:19:44,oh see year russian collusion case fallen apart collusion except bye crooked hillary democrat say gee idea let look trump finance every deal ever done let follow discredited michael cohen,30590,125420,2019-03-01 13:19:00,2019-03-01 13:24:00,2796.25,2795.86,0
2019-03-01 13:08:02,congress must demand transcript michael cohens new book given publisher short time ago head spin see lie misrepresentation contradiction thursday testimony like different person totally discredited,21177,84170,2019-03-01 13:08:00,2019-03-01 13:13:00,2796.78,2797.22,1
2019-03-01 13:00:17,wow revealed michael cohen wrote love letter trump manuscript new book pushing written submitted long charlottesville helsinki phony reason going rogue book exact opposite fake testimony lie,19470,82393,2019-03-01 13:00:00,2019-03-01 13:05:00,2795.79,2795.56,0
2019-03-01 12:49:22,great back vietnam amazing place substantive negotiation kim jong un know want know must relationship good let see happens,18319,92937,2019-03-01 12:49:00,2019-03-01 12:54:00,2794.87,2796.15,1
2019-02-28 10:25:18,thank generous host hanoi week president trong prime minister phuc wonderful people vietnam,27004,140762,2019-02-28 10:25:00,2019-02-28 10:30:00,2785.08,2786.58,1
2019-02-28 10:10:02,rt president participate press conference hanoi vietnam february http,12045,0,2019-02-28 10:10:00,2019-02-28 10:15:00,2783.98,2786.98,1
2019-02-27 15:38:24,great meeting dinner kim jong un hanoi vietnam tonight looking forward continuing discussion tomorrow #HanoiSummit,23088,99641,2019-02-27 15:38:00,2019-02-27 15:43:00,2792.3,2790.57,0
2019-02-27 15:36:56,great meeting dinner tonight vietnam kim jong un north korea good dialogue resuming tomorrow,22584,128195,2019-02-27 15:36:00,2019-02-27 15:41:00,2791.75,2790.85,0
2019-02-27 15:24:16,rt,12083,0,2019-02-27 15:24:00,2019-02-27 15:29:00,2792.04,2791.04,0
2019-02-27 15:24:14,rt,9614,0,2019-02-27 15:24:00,2019-02-27 15:29:00,2792.04,2791.04,0
2019-02-27 09:45:59,false reporting guessing intention respect north korea kim jong un try hard work something denuclearization making north korea economic powerhouse believe china russia japan south korea helpful,22521,101720,2019-02-27 09:45:00,2019-02-27 09:50:00,2791.29,2789.33,0
2019-02-26 15:08:14,arrived vietnam thank people great reception hanoi tremendous crowd much love,26966,169929,2019-02-26 15:08:00,2019-02-26 15:13:00,2801.68,2800.64,0
2019-02-25 15:12:02,since election president dow jones nasdaq composite almost great news yourks continue grow bringing back america faster anyone thought possible,25928,120657,2019-02-25 15:12:00,2019-02-25 15:17:00,2799.66,2801.39,1
2019-02-25 15:01:23,earth would republican vote put wall border security please explain,22582,107336,2019-02-25 15:01:00,2019-02-25 15:06:00,2801.1,2800.16,0
2019-02-25 12:58:41,hope great republican senator dont get led path weak ineffective border security without strong border dont country voter board u strong smart dont fall democrat trap open border crime,29496,119792,2019-02-25 12:58:00,2019-02-25 13:03:00,2801.37,2803.58,1
2019-02-25 12:53:02,former senator harry reid got thrown working hard put good spin failed career led lie deception replaced another beauty cryin chuck schumer thing never change,23541,102446,2019-02-25 12:53:00,2019-02-25 12:58:00,2803.2,2801.37,0
2019-02-25 12:40:20,meeting breakfast nation governor vietnam important summit kim jong un complete denuclearization north korea rapidly become economic powerhouse without chairman kim make wise decision,15959,76836,2019-02-25 12:40:00,2019-02-25 12:45:00,2805.12,2804.92,0
2019-02-25 12:30:55,rt funny watch people failed year got nothing telling negotiate north korea bu,35740,0,2019-02-25 12:30:00,2019-02-25 12:35:00,2805.31,2805.58,1
2019-02-25 11:59:52,rt admin committed ensuring american skill needed secure better job strong economy,7344,0,2019-02-25 11:59:00,2019-02-25 12:04:00,2809.59,2808.77,0
2019-02-25 11:58:41,oil price getting high opec please relax take easy world cannot take price hike fragile,17965,87410,2019-02-25 11:58:00,2019-02-25 12:03:00,2809.05,2808.87,0
2019-02-25 11:50:18,nice spike lee could read note better yet use note racist hit president done african american criminal justice reform lowest unemployment number history tax cut etc almost pres,31347,155609,2019-02-25 11:50:00,2019-02-25 11:55:00,2810.9,2808.48,0
2019-02-25 11:36:32,rt highly respected senator richard burr head senate intelligence said interviewing witness st,34707,0,2019-02-25 11:36:00,2019-02-25 11:41:00,2809.94,2809.66,0
2019-02-25 11:32:45,state emergency southern border border patrol military local law enforcement great job without wall major construction cannot border security drug gang human trafficking must stopped,19898,92473,2019-02-25 11:32:00,2019-02-25 11:37:00,2809.92,2809.75,0
2019-02-22 14:55:25,fake news bad country,24256,92630,2019-02-22 14:55:00,2019-02-22 15:00:00,2782.99,2782.26,0
2019-02-22 14:11:44,highly respected senator richard burr head senate intelligence said interviewing witness studying million page document found collusion trump campaign russia witch hunt bad country must end,34955,146195,2019-02-22 14:11:00,2019-02-22 14:16:00,2791.38,2790.7,0
2019-02-21 14:17:45,wall construction right,31586,134072,2019-02-21 14:17:00,2019-02-21 14:22:00,2774.28,2773.56,0
2019-02-21 13:59:39,something obviously future want united state win competition blocking currently advanced technology must always leader everything especially come exciting world technology,23385,125839,2019-02-21 13:59:00,2019-02-21 14:04:00,2778.17,2778.05,0
2019-02-21 13:55:02,wantg eveng technology united state soon possible far powerful faster smarter current standard american company must step effort get left behind reason lagging behind,28591,143717,2019-02-21 13:55:00,2019-02-21 14:00:00,2777.49,2778.3,1
2019-02-20 14:13:25,california want scale back already failed fast train project substantially shortening distance longer go la san francisco different deal record cost overrun send federal government back billion dollar wasted,28397,131247,2019-02-20 14:13:00,2019-02-20 14:18:00,2781.72,2779.27,0
2019-02-20 13:49:13,new york time reporting false true enemy people,27233,115029,2019-02-20 13:49:00,2019-02-20 13:54:00,2784.31,2785.53,1
2019-02-20 12:54:33,thinking james comey good fbi director tantamount agent russia list people agent russia chuck schumer nancy pelosi rod rosenstein wrote memo get rid comey inspector general trey gowdy,25243,96296,2019-02-20 12:54:00,2019-02-20 12:59:00,2776.3,2777.41,1
2019-02-20 12:44:20,washington post ignored basic journalistic standard wanted advance wellknown easily documented biased agenda president donald j trump covington student suing wapo go get nick fake news,30032,124424,2019-02-20 12:44:00,2019-02-20 12:49:00,2779.02,2778.73,0
2019-02-20 12:20:29,press never dishonest today story written absolutely basis fact writer dont even call asking verification totally control sadly kept many business six year go bust,32323,144348,2019-02-20 12:20:00,2019-02-20 12:25:00,2782.74,2781.14,0
2019-02-20 12:07:14,crazy bernie entered race wish well,27406,166418,2019-02-20 12:07:00,2019-02-20 12:12:00,2780.58,2782.83,1
2019-02-20 12:03:18,andrew mccabe gave absolutely evidence threat substantiate absurd claim,15936,73215,2019-02-20 12:03:00,2019-02-20 12:08:00,2784.4,2780.75,0
2019-02-19 15:22:23,washington post fact checker democrat republican time favorite president fake fact checker,25740,121575,2019-02-19 15:22:00,2019-02-19 15:27:00,2784.79,2783.55,0
2019-02-19 13:53:35,failed fast train project california cost overrun becoming world record setting hundred time expensive desperately needed wall,24876,112579,2019-02-19 13:53:00,2019-02-19 13:58:00,2780.66,2780.8,1
2019-02-19 13:52:18,predicted state led mostly open border democrat radical left filed lawsuit course theth circuit california state wasted billion dollar control fast train hope completion seems charge,22124,92395,2019-02-19 13:52:00,2019-02-19 13:57:00,2780.83,2780.42,0
2019-02-19 12:48:07,failed fast train project california cost overrun becoming world record setting hundred time expensive desperately needed wall,6703,28162,2019-02-19 12:48:00,2019-02-19 12:53:00,2782.13,2781.44,0
2019-02-19 12:44:43,predicted city led mostly open border democrat radical left filed lawsuit course theth circuit california state wasted billion dollar control fast train hope completion seems charge,6521,25023,2019-02-19 12:44:00,2019-02-19 12:49:00,2781.69,2781.76,1
2019-02-19 12:30:03,opposition party medium election stock market would least point heading,20127,103462,2019-02-19 12:30:00,2019-02-19 12:35:00,2782.01,2781.18,0
2019-02-19 12:21:07,witch hunt time likely become recognized greatest scandal american political history marking first occasion u government bureaucrat sought overturn election presidential victor davis hanson got caught,21943,86251,2019-02-19 12:21:00,2019-02-19 12:26:00,2781.98,2781.6,0
2019-02-15 15:37:40,rt president trump speaks national security humanitarian crisis southern border,15825,0,2019-02-15 15:37:00,2019-02-15 15:42:00,2769.81,2771.41,1
2019-02-14 14:55:09,many top fbi brass fired forced leave left mccabes wife received big dollar clinton people campaign gave hillary pas mccabe disgrace fbi disgrace country make america great,42570,166574,2019-02-14 14:55:00,2019-02-14 15:00:00,2752.28,2750.49,0
2019-02-14 14:39:50,disgraced fbi acting director andrew mccabe pretend poor little angel fact big part crooked hillary scandal russia hoax puppet leakin james comey ig report mccabe devastating part insurance policy case,38494,145472,2019-02-14 14:39:00,2019-02-14 14:44:00,2753.4,2753.81,1
2019-02-13 15:01:31,gallup poll announced great citizen expect finance improve next year year high nice,26596,142301,2019-02-13 15:01:00,2019-02-13 15:06:00,2757.11,2755.98,0
2019-02-13 10:58:03,senate intelligence committee evidence collusion trump campaign russia,35936,154012,2019-02-13 10:58:00,2019-02-13 11:03:00,2757.63,2759.04,1
2019-02-11 14:19:08,democrat self righteous angry loosen fun country well,32012,150511,2019-02-11 14:19:00,2019-02-11 14:24:00,2707.04,2705.96,0
2019-02-11 13:18:57,democrat want u detain send back criminal alien brand new demand crazy,30961,129159,2019-02-11 13:18:00,2019-02-11 13:23:00,2709.15,2709.45,1
2019-02-11 12:43:45,president ever worked harder cleaning mess inherited,33025,192078,2019-02-11 12:43:00,2019-02-11 12:48:00,2710.72,2710.92,1
2019-02-11 12:41:49,fact checker become fake news true,17337,84886,2019-02-11 12:41:00,2019-02-11 12:46:00,2710.97,2711.29,1
2019-02-08 13:59:10,giant illegal hoax developed long election used excuse democrat crooked hillary clinton lost election someday fake news medium turn honest report donald j trump actually great candidate,29169,137509,2019-02-08 13:59:00,2019-02-08 14:04:00,2695.6,2694.85,0
2019-02-08 13:48:08,mainstream medium refused cover fact head important senate intelligence committee two year intensive study access intelligence could get stated found collusion trump russia,27046,103193,2019-02-08 13:48:00,2019-02-08 13:53:00,2694.1,2694.11,1
2019-02-08 13:41:16,find adam schiff spending time together aspen glenn simpson gps fusion wrote fake discredited dossier even though simpson testifying schiff john solomon,30009,93624,2019-02-08 13:41:00,2019-02-08 13:46:00,2693.29,2694.68,1
2019-02-08 12:23:29,senator burr committee find collusion trump campaign russia important interviewed witness page document committee direct access intelligence information thats classified,22281,87159,2019-02-08 12:23:00,2019-02-08 12:28:00,2688.05,2688.98,1
2019-02-07 15:20:15,national prayer breakfast,16201,68120,2019-02-07 15:20:00,2019-02-07 15:25:00,2696.96,2697.16,1
2019-02-07 12:37:55,presidential harassment never allowed happen,32241,161377,2019-02-07 12:37:00,2019-02-07 12:42:00,2694.41,2693.28,0
2019-02-07 12:35:05,democrat top killing great state virginia three failing pol republican far stronger action would taken virginia come back home republican,22303,99934,2019-02-07 12:35:00,2019-02-07 12:40:00,2695.6,2694.4,0
2019-02-07 11:26:48,dems committee going nut republican never president obama would time left run government hear committee head thing even stealing people work white house continuation witch hunt,26508,115740,2019-02-07 11:26:00,2019-02-07 11:31:00,2697.82,2691.21,0
2019-02-07 11:13:34,congressman adam schiff announces found zero russian collusion going looking every aspect life financial personal even though reason never happened unlimited presidential harassment,38899,159280,2019-02-07 11:13:00,2019-02-07 11:18:00,2700.46,2699.13,0
2019-02-05 15:29:52,see schumer already criticizing state union speech even though hasnt seen yet he upset didnt win senate spending fortune like thought would bad werent given credit senate win medium,29720,149158,2019-02-05 15:29:00,2019-02-05 15:34:00,2736.94,2737.71,1
2019-02-05 14:10:03,tremendous number people coming mexico hope flooding southern border sent additional military build human wall necessary real wall would nonevent,31694,142300,2019-02-05 14:10:00,2019-02-05 14:15:00,2733.94,2734.41,1
2019-02-01 15:48:06,job job job,25635,102960,2019-02-01 15:48:00,2019-02-01 15:53:00,2703.27,2702.71,0
2019-02-01 14:16:32,best january dow year far strongest economy world,26937,124971,2019-02-01 14:16:00,2019-02-01 14:21:00,2702.6,2700.58,0
2019-02-01 13:35:16,long year syria loaded isi came along soon destroyed caliphate watching closely time start coming home many year spending money wisely certain people must get smart,20739,99698,2019-02-01 13:35:00,2019-02-01 13:40:00,2707.37,2708.15,1
2019-02-01 13:23:07,inherited total mess syria afghanistan endless war unlimited spending death campaign said strongly war must finally end spend 50 billion year afghanistan hit hard talking peace,29106,135813,2019-02-01 13:23:00,2019-02-01 13:28:00,2704.46,2706.75,1
2019-01-31 15:08:03,schumer democrat big fan weak passive iran clue danger would inflicting country iran financial chaos sanction iran deal termination dems put u bad place good,21401,94728,2019-01-31 15:08:00,2019-01-31 15:13:00,2698.5,2694.95,0
2019-01-31 14:56:15,looking china open market financial service also manufacturing farmer u business industry without deal would unacceptable,15779,73305,2019-01-31 14:56:00,2019-01-31 15:01:00,2702.0,2699.54,0
2019-01-31 14:52:17,troop sent southern border stop attempted invasion illegals large caravan country stopped previous caravan stop also wall would soooo much easier le expensive built,24957,105206,2019-01-31 14:52:00,2019-01-31 14:57:00,2700.78,2702.17,1
2019-01-31 13:36:29,democrat becoming party late term abortion high tax open border crime,43513,144571,2019-01-31 13:36:00,2019-01-31 13:41:00,2698.21,2698.68,1
2019-01-31 13:21:01,republican homeland security committee wasting time democrat despite evidence proof caravan coming going give money build desperately needed wall ive got covered wall already built dont expect much help,25261,104681,2019-01-31 13:21:00,2019-01-31 13:26:00,2700.58,2700.85,1
2019-01-31 12:56:36,china representative trying complete deal leaving nothing unresolved table many problem discussed hopefully resolved tariff china increase marchst working hard complete date,13327,61814,2019-01-31 12:56:00,2019-01-31 13:01:00,2699.91,2699.11,0
2019-01-31 12:48:13,meeting top leader representative today oval office final deal made friend president xi meet near future discus agree long standing difficult point comprehensive transaction,13750,68736,2019-01-31 12:48:00,2019-01-31 12:53:00,2699.91,2700.05,1
2019-01-31 12:41:56,china top trade negotiator u meeting representative meeting going well good intent spirit side china want increase tariff feel much better make deal correct,14219,67216,2019-01-31 12:41:00,2019-01-31 12:46:00,2704.7,2699.37,0
2019-01-31 12:32:16,murder mexico record wouldnt sane person want build wall construction started stop finished,16595,71953,2019-01-31 12:32:00,2019-01-31 12:37:00,2702.18,2703.84,1
2019-01-31 12:25:58,sadly murder case mexico rose big contributor humanitarian crisis taking place southern border spreading throughout country worse even afghanistan much caused drug wall built,12018,49052,2019-01-31 12:25:00,2019-01-31 12:30:00,2704.09,2702.52,0
2019-01-31 12:16:49,let call wall stop playing political game wall wall,25314,115947,2019-01-31 12:16:00,2019-01-31 12:21:00,2705.42,2703.78,0
2019-01-31 12:13:17,large section wall already built much either construction ready go renovation existing wall also big part plan finally many decade properly secure border wall getting done one way,19979,97316,2019-01-31 12:13:00,2019-01-31 12:18:00,2705.06,2704.72,0
2019-01-31 12:04:57,great watch listen people write book talk presidential campaign many others thing related winning take sit back look around say gee im white house theyre,25687,136805,2019-01-31 12:04:00,2019-01-31 12:09:00,2705.9,2706.29,1
2019-01-30 13:56:00,source potential danger conflict testing rocket last week coming close edge economy crashing thing holding back careful iran perhaps intelligence go back school,20997,90174,2019-01-30 13:56:00,2019-01-30 14:01:00,2659.36,2667.69,1
2019-01-30 13:50:55,intelligence people seem extremely passive naive come danger iran wrong became president iran making trouble middle east beyond since ending terrible iran nuclear deal much different,20834,94490,2019-01-30 13:50:00,2019-01-30 13:55:00,2659.01,2659.28,1
2019-01-30 11:54:21,three separate caravan marching border number tremendous,20446,70307,2019-01-30 11:54:00,2019-01-30 11:59:00,2662.36,2663.26,1
2019-01-30 11:49:26,committee republican democrat meeting border security discussing contemplating wall physical barrier wasting time,25915,113644,2019-01-30 11:49:00,2019-01-30 11:54:00,2661.56,2662.36,1
2019-01-30 11:40:11,time tell happen north korea end previous administration relationship horrendous bad thing happen whole different story look forward seeing kim jong un shortly progress madebig difference,18351,98763,2019-01-30 11:40:00,2019-01-30 11:45:00,2658.97,2661.23,1
2019-01-30 11:34:31,fighting continues people afghanistan want peace never ending war soon see talk successful north korea relationship best ever u testing getting remains hostage returned decent chance denuclearization,16621,80144,2019-01-30 11:34:00,2019-01-30 11:39:00,2659.34,2658.03,0
2019-01-30 11:25:02,became president isi control syria running rampant since tremendous progress made especially last week caliphate soon destroyed unthinkable two year ago negotiating proceeding well afghanistan year fighting,19574,93019,2019-01-30 11:25:00,2019-01-30 11:30:00,2659.91,2659.12,0
2019-01-30 11:02:54,maduro willing negotiate opposition venezuela following u sanction cutting oil revenue guaido targeted venezuelan supreme court massive protest expected today american travel venezuela notice,28667,89203,2019-01-30 11:02:00,2019-01-30 11:07:00,2658.14,2658.29,1
